# 0.264281
①	OTHER	O	O/0.997338	Bo-B/0.000123	Bo-I/0.000127	Ch-B/0.000145	Ch-I/0.000099	O/0.997338	Si-B/0.000379	Si-I/0.000149	Sy-B/0.000947	Sy-I/0.000357	Tr-B/0.000189	Tr-I/0.000147
常	CHN	O	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
,	PUNC	O	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
四	CHN	R-B	Bo-B/0.596415	Bo-B/0.596415	Bo-I/0.000001	Ch-B/0.402542	Ch-I/0.000022	O/0.000005	Si-B/0.000235	Si-I/0.000000	Sy-B/0.000068	Sy-I/0.000000	Tr-B/0.000712	Tr-I/0.000000
肢	CHN	R-I	Bo-I/0.595094	Bo-B/0.000012	Bo-I/0.595094	Ch-B/0.000114	Ch-I/0.404026	O/0.000004	Si-B/0.000000	Si-I/0.000168	Sy-B/0.000000	Sy-I/0.000040	Tr-B/0.000000	Tr-I/0.000543
腱	CHN	R-I	Bo-I/0.590482	Bo-B/0.000002	Bo-I/0.590482	Ch-B/0.000331	Ch-I/0.408470	O/0.000012	Si-B/0.000001	Si-I/0.000159	Sy-B/0.000001	Sy-I/0.000044	Tr-B/0.000002	Tr-I/0.000496
反	CHN	R-I	Bo-I/0.571608	Bo-B/0.000036	Bo-I/0.571608	Ch-B/0.000153	Ch-I/0.426962	O/0.000009	Si-B/0.000004	Si-I/0.000262	Sy-B/0.000014	Sy-I/0.000177	Tr-B/0.000003	Tr-I/0.000772
射	CHN	R-I	Bo-I/0.571206	Bo-B/0.000015	Bo-I/0.571206	Ch-B/0.000004	Ch-I/0.427390	O/0.000050	Si-B/0.000005	Si-I/0.000290	Sy-B/0.000009	Sy-I/0.000198	Tr-B/0.000006	Tr-I/0.000827
正	CHN	O	O/0.999994	Bo-B/0.000000	Bo-I/0.000001	Ch-B/0.000000	Ch-I/0.000003	O/0.999994	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000002	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
常	CHN	O	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
,	PUNC	O	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
双	CHN	O	O/0.999998	Bo-B/0.000001	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999998	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
侧	CHN	O	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
病	CHN	O	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
理	CHN	O	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
征	CHN	O	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
未	CHN	O	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
引	CHN	O	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000001	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
出	CHN	O	O/0.999998	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999998	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000001	Tr-B/0.000000	Tr-I/0.000000
。	PUNC	O	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
双	CHN	R-B	Bo-B/0.804463	Bo-B/0.804463	Bo-I/0.000007	Ch-B/0.194378	Ch-I/0.000008	O/0.000003	Si-B/0.000375	Si-I/0.000000	Sy-B/0.000355	Sy-I/0.000000	Tr-B/0.000411	Tr-I/0.000000
侧	CHN	R-I	Bo-I/0.803689	Bo-B/0.000015	Bo-I/0.803689	Ch-B/0.000021	Ch-I/0.195117	O/0.000003	Si-B/0.000002	Si-I/0.000395	Sy-B/0.000001	Sy-I/0.000341	Tr-B/0.000002	Tr-I/0.000414
肢	CHN	R-I	Bo-I/0.800901	Bo-B/0.000004	Bo-I/0.800901	Ch-B/0.000522	Ch-I/0.197123	O/0.000015	Si-B/0.000004	Si-I/0.000539	Sy-B/0.000001	Sy-I/0.000352	Tr-B/0.000002	Tr-I/0.000536
体	CHN	R-I	Bo-I/0.777207	Bo-B/0.000003	Bo-I/0.777207	Ch-B/0.000163	Ch-I/0.220238	O/0.000010	Si-B/0.000014	Si-I/0.000986	Sy-B/0.000090	Sy-I/0.000330	Tr-B/0.000012	Tr-I/0.000947
痛	CHN	R-I	Bo-I/0.765926	Bo-B/0.000134	Bo-I/0.765926	Ch-B/0.000052	Ch-I/0.224469	O/0.000591	Si-B/0.000050	Si-I/0.002022	Sy-B/0.000255	Sy-I/0.003918	Tr-B/0.000064	Tr-I/0.002519
温	CHN	O	O/0.999991	Bo-B/0.000000	Bo-I/0.000007	Ch-B/0.000000	Ch-I/0.000001	O/0.999991	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000001	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
觉	CHN	O	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
、	PUNC	O	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
触	CHN	R-B	Ch-B/0.958425	Bo-B/0.031018	Bo-I/0.000003	Ch-B/0.958425	Ch-I/0.000012	O/0.000002	Si-B/0.000377	Si-I/0.000000	Sy-B/0.000094	Sy-I/0.000000	Tr-B/0.010064	Tr-I/0.000004
觉	CHN	R-I	Ch-I/0.957814	Bo-B/0.000011	Bo-I/0.031194	Ch-B/0.000002	Ch-I/0.957814	O/0.000001	Si-B/0.000000	Si-I/0.000384	Sy-B/0.000000	Sy-I/0.000086	Tr-B/0.000004	Tr-I/0.010503
、	PUNC	R-I	Ch-I/0.948454	Bo-B/0.000716	Bo-I/0.038055	Ch-B/0.000022	Ch-I/0.948454	O/0.000754	Si-B/0.000007	Si-I/0.000454	Sy-B/0.000006	Sy-I/0.000103	Tr-B/0.000020	Tr-I/0.011409
关	CHN	R-I	Ch-I/0.921078	Bo-B/0.000626	Bo-I/0.063753	Ch-B/0.000013	Ch-I/0.921078	O/0.000007	Si-B/0.000009	Si-I/0.000815	Sy-B/0.000013	Sy-I/0.000362	Tr-B/0.000027	Tr-I/0.013297
节	CHN	R-I	Ch-I/0.902016	Bo-B/0.000177	Bo-I/0.077756	Ch-B/0.000032	Ch-I/0.902016	O/0.000431	Si-B/0.000081	Si-I/0.001832	Sy-B/0.000073	Sy-I/0.002941	Tr-B/0.000096	Tr-I/0.014563
位	CHN	O	O/0.999993	Bo-B/0.000001	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000005	O/0.999993	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
置	CHN	O	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
觉	CHN	O	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
、	PUNC	O	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
震	CHN	O	O/0.999999	Bo-B/0.000001	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
动	CHN	O	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
觉	CHN	O	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
对	CHN	O	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
称	CHN	O	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
正	CHN	O	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
常	CHN	O	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
。	PUNC	O	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
双	CHN	R-B	Bo-B/0.999862	Bo-B/0.999862	Bo-I/0.000001	Ch-B/0.000110	Ch-I/0.000000	O/0.000000	Si-B/0.000007	Si-I/0.000000	Sy-B/0.000009	Sy-I/0.000000	Tr-B/0.000009	Tr-I/0.000000
肺	CHN	R-I	Bo-I/0.999892	Bo-B/0.000005	Bo-I/0.999892	Ch-B/0.000000	Ch-I/0.000074	O/0.000007	Si-B/0.000002	Si-I/0.000003	Sy-B/0.000000	Sy-I/0.000012	Tr-B/0.000001	Tr-I/0.000005
呼	CHN	R-B	Ch-B/0.999940	Bo-B/0.000006	Bo-I/0.000000	Ch-B/0.999940	Ch-I/0.000000	O/0.000002	Si-B/0.000009	Si-I/0.000000	Sy-B/0.000037	Sy-I/0.000000	Tr-B/0.000006	Tr-I/0.000000
吸	CHN	R-I	Ch-I/0.999974	Bo-B/0.000000	Bo-I/0.000002	Ch-B/0.000004	Ch-I/0.999974	O/0.000000	Si-B/0.000000	Si-I/0.000002	Sy-B/0.000000	Sy-I/0.000016	Tr-B/0.000000	Tr-I/0.000002
音	CHN	R-I	Ch-I/0.999964	Bo-B/0.000000	Bo-I/0.000003	Ch-B/0.000000	Ch-I/0.999964	O/0.000002	Si-B/0.000000	Si-I/0.000005	Sy-B/0.000002	Sy-I/0.000019	Tr-B/0.000000	Tr-I/0.000006
清	CHN	O	O/0.999981	Bo-B/0.000001	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000017	O/0.999981	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000001	Tr-B/0.000000	Tr-I/0.000000
,	PUNC	O	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
双	CHN	R-B	Bo-B/0.999932	Bo-B/0.999932	Bo-I/0.000001	Ch-B/0.000038	Ch-I/0.000000	O/0.000000	Si-B/0.000004	Si-I/0.000000	Sy-B/0.000017	Sy-I/0.000000	Tr-B/0.000008	Tr-I/0.000000
肺	CHN	R-I	Bo-I/0.999908	Bo-B/0.000013	Bo-I/0.999908	Ch-B/0.000000	Ch-I/0.000034	O/0.000003	Si-B/0.000001	Si-I/0.000003	Sy-B/0.000000	Sy-I/0.000031	Tr-B/0.000000	Tr-I/0.000006
未	CHN	O	O/0.999993	Bo-B/0.000000	Bo-I/0.000006	Ch-B/0.000000	Ch-I/0.000000	O/0.999993	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
闻	CHN	O	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
及	CHN	O	O/0.999996	Bo-B/0.000001	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999996	Si-B/0.000001	Si-I/0.000000	Sy-B/0.000001	Sy-I/0.000000	Tr-B/0.000001	Tr-I/0.000000
干	CHN	R-B	Ch-B/0.999901	Bo-B/0.000010	Bo-I/0.000000	Ch-B/0.999901	Ch-I/0.000006	O/0.000002	Si-B/0.000020	Si-I/0.000000	Sy-B/0.000041	Sy-I/0.000000	Tr-B/0.000020	Tr-I/0.000000
湿	CHN	R-I	Ch-I/0.999959	Bo-B/0.000000	Bo-I/0.000002	Ch-B/0.000005	Ch-I/0.999959	O/0.000000	Si-B/0.000000	Si-I/0.000008	Sy-B/0.000000	Sy-I/0.000020	Tr-B/0.000000	Tr-I/0.000005
性	CHN	R-I	Ch-I/0.999990	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000003	Ch-I/0.999990	O/0.000000	Si-B/0.000000	Si-I/0.000004	Sy-B/0.000000	Sy-I/0.000002	Tr-B/0.000000	Tr-I/0.000001
啰	CHN	R-I	Ch-I/0.999988	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000007	Ch-I/0.999988	O/0.000000	Si-B/0.000000	Si-I/0.000003	Sy-B/0.000000	Sy-I/0.000002	Tr-B/0.000000	Tr-I/0.000001
音	CHN	R-I	Ch-I/0.999988	Bo-B/0.000000	Bo-I/0.000001	Ch-B/0.000000	Ch-I/0.999988	O/0.000000	Si-B/0.000000	Si-I/0.000005	Sy-B/0.000000	Sy-I/0.000002	Tr-B/0.000000	Tr-I/0.000003
,	PUNC	O	O/0.999992	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000007	O/0.999992	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
心	CHN	R-B	Ch-B/0.999695	Bo-B/0.000179	Bo-I/0.000000	Ch-B/0.999695	Ch-I/0.000006	O/0.000001	Si-B/0.000022	Si-I/0.000000	Sy-B/0.000086	Sy-I/0.000000	Tr-B/0.000012	Tr-I/0.000000
率	CHN	R-I	Ch-I/0.999728	Bo-B/0.000000	Bo-I/0.000160	Ch-B/0.000001	Ch-I/0.999728	O/0.000001	Si-B/0.000000	Si-I/0.000011	Sy-B/0.000000	Sy-I/0.000087	Tr-B/0.000000	Tr-I/0.000011
7	NUM	O	O/0.999990	Bo-B/0.000001	Bo-I/0.000000	Ch-B/0.000001	Ch-I/0.000007	O/0.999990	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
0	NUM	O	O/0.999998	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999998	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
次	CHN	O	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
/	PUNC	O	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
分	CHN	O	O/0.999998	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999998	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
,	PUNC	O	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
心	CHN	O	O/0.999974	Bo-B/0.000009	Bo-I/0.000000	Ch-B/0.000008	Ch-I/0.000000	O/0.999974	Si-B/0.000004	Si-I/0.000000	Sy-B/0.000002	Sy-I/0.000001	Tr-B/0.000002	Tr-I/0.000001
律	CHN	R-B	Sy-B/0.999791	Bo-B/0.000097	Bo-I/0.000000	Ch-B/0.000048	Ch-I/0.000000	O/0.000002	Si-B/0.000029	Si-I/0.000000	Sy-B/0.999791	Sy-I/0.000007	Tr-B/0.000026	Tr-I/0.000000
齐	CHN	R-I	Sy-I/0.999831	Bo-B/0.000001	Bo-I/0.000090	Ch-B/0.000000	Ch-I/0.000043	O/0.000001	Si-B/0.000000	Si-I/0.000020	Sy-B/0.000001	Sy-I/0.999831	Tr-B/0.000001	Tr-I/0.000013
,	PUNC	O	O/0.999996	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999996	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000003	Tr-B/0.000000	Tr-I/0.000000
各	CHN	R-B	Bo-B/0.999892	Bo-B/0.999892	Bo-I/0.000003	Ch-B/0.000037	Ch-I/0.000000	O/0.000001	Si-B/0.000022	Si-I/0.000000	Sy-B/0.000014	Sy-I/0.000000	Tr-B/0.000030	Tr-I/0.000000
瓣	CHN	R-I	Bo-I/0.999933	Bo-B/0.000019	Bo-I/0.999933	Ch-B/0.000000	Ch-I/0.000023	O/0.000000	Si-B/0.000000	Si-I/0.000009	Sy-B/0.000000	Sy-I/0.000006	Tr-B/0.000000	Tr-I/0.000009
膜	CHN	R-I	Bo-I/0.999967	Bo-B/0.000002	Bo-I/0.999967	Ch-B/0.000000	Ch-I/0.000019	O/0.000000	Si-B/0.000000	Si-I/0.000007	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000005
听	CHN	R-I	Bo-I/0.999918	Bo-B/0.000017	Bo-I/0.999918	Ch-B/0.000000	Ch-I/0.000026	O/0.000001	Si-B/0.000000	Si-I/0.000014	Sy-B/0.000000	Sy-I/0.000008	Tr-B/0.000000	Tr-I/0.000016
诊	CHN	R-I	Bo-I/0.999909	Bo-B/0.000015	Bo-I/0.999909	Ch-B/0.000000	Ch-I/0.000028	O/0.000001	Si-B/0.000000	Si-I/0.000017	Sy-B/0.000000	Sy-I/0.000009	Tr-B/0.000000	Tr-I/0.000021
区	CHN	R-I	Bo-I/0.999915	Bo-B/0.000002	Bo-I/0.999915	Ch-B/0.000000	Ch-I/0.000026	O/0.000003	Si-B/0.000001	Si-I/0.000019	Sy-B/0.000001	Sy-I/0.000008	Tr-B/0.000001	Tr-I/0.000025
未	CHN	O	O/0.999995	Bo-B/0.000000	Bo-I/0.000004	Ch-B/0.000000	Ch-I/0.000000	O/0.999995	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
闻	CHN	O	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
及	CHN	O	O/0.999996	Bo-B/0.000001	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999996	Si-B/0.000001	Si-I/0.000001	Sy-B/0.000001	Sy-I/0.000000	Tr-B/0.000001	Tr-I/0.000000
病	CHN	R-B	Ch-B/0.999887	Bo-B/0.000019	Bo-I/0.000000	Ch-B/0.999887	Ch-I/0.000006	O/0.000002	Si-B/0.000027	Si-I/0.000000	Sy-B/0.000031	Sy-I/0.000000	Tr-B/0.000027	Tr-I/0.000000
理	CHN	R-I	Ch-I/0.999969	Bo-B/0.000000	Bo-I/0.000002	Ch-B/0.000002	Ch-I/0.999969	O/0.000000	Si-B/0.000000	Si-I/0.000008	Sy-B/0.000000	Sy-I/0.000014	Tr-B/0.000000	Tr-I/0.000004
性	CHN	R-I	Ch-I/0.999990	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000003	Ch-I/0.999990	O/0.000000	Si-B/0.000000	Si-I/0.000005	Sy-B/0.000000	Sy-I/0.000001	Tr-B/0.000000	Tr-I/0.000001
杂	CHN	R-I	Ch-I/0.999982	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000011	Ch-I/0.999982	O/0.000000	Si-B/0.000000	Si-I/0.000004	Sy-B/0.000000	Sy-I/0.000001	Tr-B/0.000000	Tr-I/0.000001
音	CHN	R-I	Ch-I/0.999987	Bo-B/0.000000	Bo-I/0.000001	Ch-B/0.000000	Ch-I/0.999987	O/0.000000	Si-B/0.000000	Si-I/0.000007	Sy-B/0.000000	Sy-I/0.000002	Tr-B/0.000000	Tr-I/0.000003
。	PUNC	O	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
腹	CHN	O	O/0.999989	Bo-B/0.000010	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999989	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
平	CHN	O	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
软	CHN	O	O/0.999999	Bo-B/0.000001	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
,	PUNC	O	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
无	CHN	O	O/0.999995	Bo-B/0.000002	Bo-I/0.000000	Ch-B/0.000001	Ch-I/0.000000	O/0.999995	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000001	Tr-I/0.000000
压	CHN	R-B	Ch-B/0.999958	Bo-B/0.000003	Bo-I/0.000000	Ch-B/0.999958	Ch-I/0.000001	O/0.000000	Si-B/0.000003	Si-I/0.000000	Sy-B/0.000031	Sy-I/0.000000	Tr-B/0.000002	Tr-I/0.000000
痛	CHN	R-I	Ch-I/0.999954	Bo-B/0.000000	Bo-I/0.000001	Ch-B/0.000000	Ch-I/0.999954	O/0.000000	Si-B/0.000000	Si-I/0.000002	Sy-B/0.000000	Sy-I/0.000040	Tr-B/0.000000	Tr-I/0.000001
,	PUNC	O	O/0.999995	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000004	O/0.999995	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
肝	CHN	R-B	Bo-B/0.999938	Bo-B/0.999938	Bo-I/0.000000	Ch-B/0.000012	Ch-I/0.000000	O/0.000011	Si-B/0.000011	Si-I/0.000000	Sy-B/0.000018	Sy-I/0.000001	Tr-B/0.000008	Tr-I/0.000000
脾	CHN	R-B	Bo-B/0.999362	Bo-B/0.999362	Bo-I/0.000266	Ch-B/0.000133	Ch-I/0.000000	O/0.000080	Si-B/0.000016	Si-I/0.000001	Sy-B/0.000115	Sy-I/0.000003	Tr-B/0.000024	Tr-I/0.000000
未	CHN	O	O/0.999984	Bo-B/0.000003	Bo-I/0.000010	Ch-B/0.000000	Ch-I/0.000000	O/0.999984	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000002	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
及	CHN	O	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
,	PUNC	O	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
双	CHN	R-B	Bo-B/0.999863	Bo-B/0.999863	Bo-I/0.000005	Ch-B/0.000025	Ch-I/0.000000	O/0.000001	Si-B/0.000010	Si-I/0.000000	Sy-B/0.000084	Sy-I/0.000000	Tr-B/0.000012	Tr-I/0.000000
下	CHN	R-I	Bo-I/0.999900	Bo-B/0.000026	Bo-I/0.999900	Ch-B/0.000000	Ch-I/0.000009	O/0.000000	Si-B/0.000000	Si-I/0.000003	Sy-B/0.000000	Sy-I/0.000059	Tr-B/0.000000	Tr-I/0.000003
